Name                                 RA           Dec         z    R500   err    T500   err     M500      err      R2500  err    T2500  err     M2500     err         LX       err        c500    err       c     err     P1/P0     err        P2/P0     err        P3/P0     err         w        err        w_azi     err       ellip   posang    K0    err     K100   err   alpha err   t_c_ctr  err   R2500_hy  Mtot@R2500h  err     Mgas@R2500h  err    fgas@R2500h err Mtot@R2500s  err     Mgas@R2500s  err    fgas@R2500s err
                                  (J2000)       (J2000)               (Mpc)         (keV)           (M_Sun)           (Mpc)         (keV)           (M_Sun)            (erg s-1)         (0.1-0.5R500)    (100-500kpc)                                                                                                                    (rad)     (keV cm2)     (keV cm2)                    (Gyr)        (Mpc)         (M_Sun)              (M_Sun)                             (M_Sun)              (M_Sun)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
SPT-CLJ2222-4834                 22:22:50.86  -48:34:35.6  0.6520  0.849 0.115   5.597 0.988  3.492e+14 1.423e+14    -     -       -     -        -         -      7.381e+44 4.056e+43      -      -        -      -    2.504e-01 7.660e-01  5.110e-02 1.068e-01  2.367e-03 1.788e-02  3.323e-03 8.744e-05  7.910e-02 2.081e-03  0.2500  -5.2651     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2232-5959                 22:32:33.71  -59:59:52.9  0.5940  0.868 0.156   5.483 1.346  3.492e+14 1.903e+14  0.394 0.091   5.716 1.748  1.631e+14 1.151e+14  8.188e+44 4.576e+43      -      -    491.949 44.468  1.905e-01 6.179e-01  1.120e-04 2.439e-02  3.513e-03 1.803e-02  2.938e-03 7.731e-05  6.849e-02 1.802e-03  0.1240   1.0637     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2233-5339                 22:33:15.14  -53:39:18.7  0.4800  1.038 0.141   6.832 1.331  5.267e+14 2.158e+14  0.466 0.058   6.928 1.212  2.387e+14 9.016e+13  7.654e+44 3.807e+43      -      -     16.376  2.138  7.011e+00 4.205e+00  4.381e-02 1.297e-01  4.764e-04 1.774e-02  5.469e-03 1.439e-04  6.120e-02 1.611e-03  0.1505   0.3245     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2236-4555                 22:36:52.22  -45:55:51.3  1.1600  0.643 0.266   5.699 2.351  2.692e+14 3.531e+14  0.272 0.082   5.209 1.505  1.017e+14 9.448e+13  8.394e+44 1.470e+44      -      -        -      -    1.432e+00 1.679e+00  6.888e-02 1.378e-01  6.314e-04 1.721e-02  4.832e-03 1.271e-04  5.196e-02 1.367e-03  0.3284   2.1554     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2245-6206                 22:45:02.89  -62:07:00.0  0.5800  0.925 0.127   6.101 1.142  4.161e+14 1.728e+14  0.416 0.066   6.230 1.310  1.892e+14 9.072e+13  6.817e+44 6.471e+43      -      -        -      -    1.105e+00 1.437e+00  1.176e+00 6.365e-01  2.459e-02 4.702e-02  4.073e-03 1.072e-04  7.837e-02 2.062e-03  0.6919  -1.4544     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2258-4044                 22:58:48.63  -40:44:18.6  0.8300  0.809 0.126   6.195 1.137  3.702e+14 1.743e+14  0.378 0.063   6.758 1.288  1.880e+14 9.438e+13  9.746e+44 9.222e+43      -      -        -      -    2.558e+00 1.718e+00  1.643e-02 5.574e-02  6.130e-04 1.036e-02  4.746e-03 1.249e-04  7.492e-02 1.971e-03  0.1216   3.5165     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2259-6057                 22:59:00.97  -60:57:37.0  0.7500  0.864 0.095   6.448 0.853  4.119e+14 1.361e+14  0.411 0.050   7.279 1.058  2.219e+14 8.168e+13  1.071e+45 6.310e+43   62.200  5.547      -      -    3.358e-01 4.996e-01  2.086e-02 4.585e-02  7.039e-03 1.538e-02  3.438e-03 9.048e-05  5.428e-02 1.429e-03  0.1466  -1.8361     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2301-4023                 23:01:53.16  -40:23:08.7  0.7300  0.759 0.160   4.929 1.317  2.722e+14 1.751e+14  0.366 0.060   5.747 1.148  1.523e+14 7.556e+13  6.292e+44 4.311e+43      -      -        -      -    2.615e+00 1.655e+00  7.315e-02 1.220e-01  5.633e-03 1.909e-02  5.404e-03 1.422e-04  8.322e-02 2.190e-03  0.2791   1.9008     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2306-6505                 23:06:54.59  -65:05:32.1  0.5300  0.793 0.084   4.330 0.635  2.481e+14 7.910e+13  0.315 0.051   3.577 0.784  7.795e+13 3.791e+13  4.144e+44 2.956e+43   53.107 15.285      -      -    1.104e+00 1.655e+00  4.382e-02 1.663e-01  7.906e-03 3.771e-02  3.209e-03 8.445e-05  6.417e-02 1.689e-03  0.1826   5.7547     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2335-4544                 23:35:08.19  -45:44:24.2  0.5470  0.998 0.123   6.794 1.148  5.033e+14 1.867e+14  0.446 0.064   6.825 1.325  2.243e+14 9.752e+13  7.311e+44 6.407e+43      -      -     79.389 11.490  5.193e+00 7.295e+00  1.995e-01 5.303e-01  1.005e-01 2.577e-01  4.555e-03 1.199e-04  5.988e-02 1.576e-03  0.9974  -1.9580     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2345-6405                 23:44:59.64  -64:05:46.5  0.9400  0.798 0.128   6.786 1.201  4.016e+14 1.953e+14  0.379 0.081   7.629 1.761  2.157e+14 1.402e+14  9.217e+44 4.840e+43      -      -        -      -    2.864e+00 2.001e+00  2.456e-02 6.361e-02  7.644e-03 2.583e-02  5.507e-03 1.449e-04  8.462e-02 2.227e-03  0.9682   0.0989     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2352-4657                 23:52:16.31  -46:57:34.5  0.7300  0.738 0.118   4.684 0.940  2.510e+14 1.213e+14  0.348 0.079   5.262 1.460  1.317e+14 9.112e+13  4.767e+44 5.321e+43      -      -        -      -    1.822e+01 6.288e+00  1.711e+00 8.380e-01  3.351e-01 1.934e-01  6.515e-03 1.714e-04  7.307e-02 1.923e-03  0.1335   6.2832     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0000-5748                 0:00:59.97  -57:48:33.7  0.7400  0.999 0.201   8.377 2.088  6.290e+14 3.842e+14  0.445 0.094   8.305 2.136  2.777e+14 1.794e+14  1.382e+45 1.006e+44      -      -     40.155  3.384  3.190e-01 4.930e-01  3.260e-02 5.846e-02  2.575e-03 1.161e-02  3.370e-03 8.868e-05  7.607e-02 2.002e-03  0.1870   1.5112     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0102-4915                 1:02:57.07  -49:16:21.0  0.7500  1.206 0.085  12.075 0.574  1.120e+15 2.376e+14  0.537 0.026  11.814 0.496  4.938e+14 7.095e+13  4.448e+45 5.410e+43    2.531  0.107    6.610  0.162  2.249e+01 1.118e+00  7.510e-01 6.724e-02  4.740e-02 9.151e-03  7.733e-03 2.035e-04  4.129e-02 1.087e-03  0.4069   3.9937   79.30  14.77   75.88  15.44  1.34 0.14   4.594  1.327    0.406   2.137e+14 5.980e+12  3.690e+13 3.037e+11  0.1727 0.0050   2.965e+14 8.378e+12  6.085e+13 4.800e+11  0.2052 0.0060
SPT-CL_J0232-4421                 2:32:18.77  -44:20:46.7  0.2836  1.227 0.092   7.682 0.868  7.044e+14 1.594e+14  0.541 0.038   7.497 0.807  3.020e+14 6.442e+13  1.490e+45 3.734e+43    8.804  0.385    9.960  0.412      -         -          -         -          -         -          -         -          -         -      0.9990   2.1002   61.63  21.68  103.07  23.98  1.19 0.19   4.097  1.845      -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0234-5831                 2:34:41.93  -58:31:25.1  0.4150  1.214 0.234   8.577 2.473  7.835e+14 4.588e+14  0.556 0.098   8.927 2.301  3.760e+14 2.020e+14  1.454e+45 5.611e+43      -      -     17.708  1.370  2.045e+00 1.753e+00  6.648e-03 4.082e-02  1.730e-03 1.237e-02  3.739e-03 9.838e-05  6.209e-02 1.634e-03  0.0837   3.1181     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0304-4401                 3:04:16.74  -44:01:32.4  0.5200  1.054 0.154   7.325 1.504  5.755e+14 2.546e+14  0.499 0.083   8.149 1.850  3.051e+14 1.529e+14  1.316e+45 9.946e+43   16.936  1.996    5.071  0.788  1.053e+01 5.698e+00  1.040e-02 8.655e-02  1.551e-01 1.425e-01  5.143e-03 1.354e-04  8.044e-02 2.117e-03  0.2826   0.0150     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0417-4748                 4:17:23.15  -47:48:48.4  0.6200  0.898 0.108   6.021 0.956  3.986e+14 1.444e+14  0.396 0.047   5.930 0.912  1.707e+14 6.137e+13  2.250e+45 1.314e+44   16.093  1.151   16.706  1.187  1.146e-01 2.871e-01  1.277e-02 2.749e-02  9.258e-04 8.316e-03  2.579e-03 6.786e-05  5.383e-02 1.417e-03  0.1053   4.4535     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0438-5419                 4:38:17.38  -54:19:23.6  0.4500  1.312 0.142  10.298 1.522  1.028e+15 3.348e+14  0.583 0.057  10.073 1.376  4.501e+14 1.330e+14  2.286e+45 7.208e+43   19.352  0.936    8.307  0.512  4.346e+00 1.938e+00  2.521e-01 1.352e-01  9.208e-03 1.609e-02  3.992e-03 1.051e-04  6.518e-02 1.715e-03  0.2655   2.2476     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0509-5342                 5:09:21.24  -53:42:12.7  0.4626  1.259 0.190   9.647 2.074  9.204e+14 4.193e+14  0.565 0.078   9.662 1.876  4.171e+14 1.740e+14  8.166e+44 2.786e+43      -      -     33.020  2.756  1.913e-01 5.070e-01  1.968e-01 1.536e-01  1.976e-02 2.780e-02  2.755e-03 7.250e-05  4.042e-02 1.064e-03  0.2743   0.3999     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0546-5345                 5:46:37.25  -53:45:34.0  1.1600  0.710 0.145   6.862 1.375  3.612e+14 2.250e+14  0.346 0.079   8.056 1.749  2.088e+14 1.447e+14  1.981e+45 2.296e+44      -      -        -      -    3.129e-01 5.556e-01  7.508e-02 1.335e-01  1.224e-03 1.553e-02  3.321e-03 8.738e-05  7.093e-02 1.867e-03  0.2665   2.7327     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0551-5709                 5:51:33.02  -57:08:56.8  0.4230  0.811 0.062   4.049 0.441  2.360e+14 5.415e+13  0.363 0.038   4.146 0.622  1.055e+14 3.316e+13  3.349e+44 2.094e+43    5.848  1.377      -      -    2.677e+00 1.978e+00  2.228e-03 4.792e-02  9.533e-03 3.327e-02  4.695e-03 1.235e-04  5.701e-02 1.500e-03  0.2158   1.1486     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0555-6405                 5:55:25.74  -64:06:24.1  0.4200  1.135 0.145   7.592 1.431  6.437e+14 2.487e+14  0.502 0.067   7.459 1.437  2.786e+14 1.121e+14  1.039e+45 7.059e+43   27.277  3.099    5.692  0.854  2.248e+00 2.331e+00  2.762e-01 3.598e-01  1.410e-03 2.277e-02  3.707e-03 9.755e-05  5.544e-02 1.459e-03  0.2603  -0.2837     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0559-5249                 5:59:42.78  -52:49:51.4  0.6112  0.796 0.067   4.747 0.516  2.745e+14 6.912e+13  0.357 0.036   4.859 0.627  1.235e+14 3.719e+13  6.731e+44 4.552e+43   11.653  1.677      -      -    2.997e+00 1.274e+00  2.555e-01 1.477e-01  1.117e-02 1.829e-02  5.318e-03 1.400e-04  5.737e-02 1.510e-03  0.3983   5.0189     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J0615-5746                 6:15:51.74  -57:46:47.8  0.9720  1.006 0.093  10.873 0.839  8.357e+14 2.332e+14  0.451 0.039  10.810 0.911  3.765e+14 9.764e+13  5.979e+45 1.788e+44    9.194  0.393   11.566  0.455  3.179e-01 2.158e-01  7.443e-02 3.159e-02  6.101e-04 1.732e-03  3.486e-03 9.175e-05  5.567e-02 1.465e-03  0.2525   2.1080     -      -       -      -     -    -       -      -      0.415   2.924e+14 1.276e+13  4.350e+13 6.401e+11  0.1488 0.0069   3.244e+14 1.442e+13  4.933e+13 7.522e+11  0.1521 0.0071
SPT-CL_J2023-5535                20:23:21.32  -55:35:48.3  0.2320  1.342 0.098   8.654 0.943  8.741e+14 1.910e+14  0.609 0.041   8.842 0.921  4.076e+14 8.287e+13  7.223e+44 1.977e+43    3.811  0.304    4.065  0.311  2.739e+01 6.357e+00  6.207e-01 3.419e-01  1.288e-01 8.491e-02  4.333e-03 1.140e-04  4.899e-02 1.289e-03  0.3172   5.6848    0.00   3.38  106.29  56.12  1.14 0.36   0.000  0.000    0.378   9.751e+13 4.639e+12  1.652e+13 2.906e+12  0.1694 0.0309   1.578e+14 7.340e+12  3.961e+13 3.036e+12  0.2510 0.0225
SPT-CL_J2331-5051                23:31:51.18  -50:51:53.5  0.5707  0.834 0.163   4.967 1.340  3.016e+14 1.786e+14  0.419 0.124   6.244 2.475  1.911e+14 1.743e+14  1.066e+45 6.791e+43      -      -     54.760  4.002  2.544e-01 4.348e-01  2.654e-02 5.806e-02  2.213e-03 9.141e-03  2.290e-03 6.026e-05  5.492e-02 1.445e-03  0.2399   1.5661     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J2337-5942                23:37:24.77  -59:42:23.0  0.7814  0.995 0.173   8.683 1.815  6.504e+14 3.438e+14  0.435 0.072   8.299 1.616  2.712e+14 1.357e+14  2.693e+45 1.959e+44      -      -     11.068  1.306  1.415e-01 3.991e-01  3.467e-02 6.361e-02  4.958e-03 1.326e-02  3.586e-03 9.437e-05  4.340e-02 1.142e-03  0.1252   5.0306     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J2341-5119                23:41:12.49  -51:19:43.2  0.9983  0.857 0.162   8.265 1.652  5.318e+14 3.044e+14  0.384 0.071   8.296 1.587  2.397e+14 1.335e+14  1.555e+45 1.243e+44      -      -        -      -    1.808e-01 3.123e-01  3.027e-02 5.338e-02  4.756e-03 1.393e-02  3.103e-03 8.165e-05  8.449e-02 2.223e-03  0.1913   1.7807     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J2342-5411                23:42:46.05  -54:11:06.8  1.0800  0.555 0.113   3.965 0.833  1.581e+14 9.815e+13  0.262 0.050   4.491 0.854  8.320e+13 4.806e+13  5.625e+44 6.590e+43      -      -        -      -    5.638e-02 1.746e-01  1.109e-02 2.513e-02  1.432e-03 8.248e-03  3.811e-03 1.003e-04  6.129e-02 1.613e-03  0.3256   1.2689     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J2344-4243                23:44:44.00  -42:43:12.5  0.6200  1.207 0.207  10.515 2.353  9.666e+14 5.035e+14  0.529 0.074  10.038 1.797  4.068e+14 1.715e+14  1.267e+46 2.787e+44   34.084  1.092   18.351  0.667  3.020e-02 6.124e-02  6.444e-03 9.648e-03  2.478e-04 1.185e-03  1.916e-03 5.041e-05  7.493e-02 1.972e-03  0.1058  -2.4660     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J2355-5056                23:55:47.46  -50:55:41.0  0.3500  0.954 0.113   5.103 0.937  3.546e+14 1.269e+14  0.395 0.053   4.503 0.911  1.262e+14 5.106e+13  4.169e+44 3.166e+43      -      -        -      -        -         -          -         -          -         -          -         -          -         -      0.2849   3.7762     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CL_J2359-5009                23:59:42.80  -50:10:07.7  0.7600  0.676 0.114   4.097 0.849  1.995e+14 1.015e+14  0.294 0.049   4.003 0.794  8.222e+13 4.130e+13  3.040e+44 3.801e+43      -      -        -      -    5.324e-01 6.119e-01  5.970e-02 9.126e-02  4.131e-04 7.086e-03  4.374e-03 1.151e-04  7.141e-02 1.879e-03  0.3458   3.8315     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SSGC_081                         13:29:47.75  -31:36:23.5  0.0495  0.926 0.029   3.655 0.138  2.425e+14 2.256e+13  0.398 0.012   3.506 0.151  9.638e+13 8.487e+12  6.674e+43 1.826e+42    2.629  0.296   10.110  0.362  4.893e+00 2.292e+00  3.131e+00 8.026e-01  1.934e-01 1.120e-01  1.066e-03 2.806e-05  5.338e-02 1.405e-03  0.2930   2.7309   58.63  27.01  157.20  28.16  0.68 0.22   5.919  1.611    0.315   4.752e+13 1.053e+13  3.931e+12 7.963e+10  0.0827 0.0184   6.682e+13 1.636e+13      -         -         -      -  
SpARCS_J161314+564930            16:13:14.92   56:49:31.1  0.8710  0.825 0.151   6.714 1.420  4.107e+14 2.281e+14  0.392 0.089   7.540 1.923  2.200e+14 1.520e+14  1.033e+45 8.650e+43      -      -        -      -    6.235e-01 1.138e+00  1.461e-02 5.489e-02  8.814e-05 1.101e-02  4.176e-03 1.099e-04  6.977e-02 1.836e-03  0.1309   0.9125     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
