# date since start of data-taking [days], flux relative to mean [arb.]
131.5123934  -3.1302123e-05 
131.5328279  1.2643187e-04  
131.5532623  -1.4449425e-05 
131.5736966  -6.4441541e-05 
131.5941310  -1.7102690e-05 
131.6145655  3.7144564e-05  
131.6349998  6.3564112e-05  
131.6554342  -4.1450774e-05 
131.6758687  9.7276403e-05  
131.6963031  -1.0842265e-06 
131.7167374  -4.1243689e-05 
131.7371718  2.3394234e-05  
131.7576063  -6.4471838e-05 
131.7780405  4.2934171e-06  
131.7984749  2.5496088e-06  
131.8189094  4.3716704e-05  
131.8393437  8.3968131e-05  
131.8597781  2.9991599e-05  
131.8802125  2.4224242e-05  
131.9006469  -7.7275763e-05 
131.9210813  7.3340129e-07  
131.9415157  1.0708573e-04  
131.9619501  -1.3989670e-04 
131.9823845  -4.9717214e-06 
132.0028188  -4.1752981e-05 
132.0232531  -1.2925664e-05 
132.0436876  -5.9602138e-05 
132.0641220  3.2414991e-05  
132.0845563  2.7256059e-05  
132.1049907  -9.2055634e-05 
132.1254252  3.4184530e-05  
132.1458595  7.4085350e-05  
132.1662939  -1.7143968e-04 
132.1867284  -9.3210561e-05 
132.2071627  -1.0847371e-06 
132.2275970  -6.4348926e-05 
132.2480314  -1.7411935e-06 
132.2684659  8.5660133e-05  
132.2889002  -3.4823948e-05 
132.3093346  6.4418557e-05  
132.3297691  -1.0003098e-04 
132.3502034  -1.6985257e-04 
132.3706378  3.7244285e-05  
132.3910722  -1.3120507e-04 
132.4115065  9.3517010e-06  
132.4319409  -4.0999243e-05 
132.4523753  3.4884160e-05  
132.4728098  7.3795520e-05  
132.4932441  1.8433861e-04  
132.5136785  7.9412181e-05  
132.5341128  1.4331259e-05  
132.5545473  -3.3299042e-05 
132.5749817  -2.5190408e-05 
132.5954159  -3.3945849e-05 
132.6158504  1.3098047e-05  
132.6362848  -3.4743189e-05 
132.6567192  -4.4062741e-05 
132.6771535  9.2900322e-05  
132.6975880  -8.6141888e-05 
132.7180224  -1.7735703e-04 
132.7384567  -7.5271841e-05 
132.7588911  -7.5656615e-05 
132.7793255  6.5004140e-05  
132.7997598  -1.2271528e-05 
132.8201942  4.6802790e-05  
132.8406287  4.3321143e-05  
132.8610630  8.4502637e-05  
132.8814974  1.2868787e-04  
132.9019319  2.5553540e-05  
132.9223661  9.1037669e-05  
132.9428005  -3.7542553e-04 
132.9632349  -9.6145511e-04 
132.9836694  -8.9863793e-04 
133.0041037  -3.5559857e-04 
133.0245381  -2.4053195e-05 
133.0449725  9.8406352e-05  
133.0654069  -6.8889996e-05 
133.0858412  -4.5964152e-06 
133.1062756  2.8146023e-05  
133.1267100  -2.6745643e-04 
133.1471444  -6.2307452e-05 
133.1675788  -2.7654673e-05 
133.1880132  5.7622408e-05  
133.2084477  6.4812870e-05  
133.2288819  -3.1608706e-05 
133.2493163  5.3773474e-05  
133.2697507  -1.6530619e-05 
133.2901851  -6.4926244e-05 
133.3106195  -5.8964684e-05 
133.3310538  8.9067835e-05  
133.3514883  -6.4333719e-05 
133.3719226  -5.4774238e-05 
133.3923570  -4.3955133e-05 
133.4127914  1.5261498e-05  
133.4332258  1.0599757e-05  
133.4536602  1.0870112e-05  
133.4740945  2.5102858e-05  
133.4945290  -7.3426287e-05 
133.5149633  4.2237538e-05  
133.5353976  6.1574610e-05  
133.5558321  -1.4933396e-05 
133.5762665  2.1071250e-05  
133.5967008  2.8777094e-05  
133.6171352  2.4799825e-05  
133.6375696  -1.2753788e-06 
133.6580040  4.7329577e-06  
133.6784383  4.0537223e-05  
133.6988728  5.9601643e-05  
133.7193072  -4.1148760e-06 
133.7397415  3.0233277e-05  
133.7601759  -6.1785358e-05 
133.7806103  -6.5913300e-05 
133.8010446  -6.7155132e-05 
133.8214790  -1.1060180e-04 
133.8419134  -1.0161638e-04 
133.8623478  -5.2058516e-05 
133.8827822  -6.7181563e-06 
133.9032165  -4.2472682e-05 
133.9236509  3.8379956e-05  
133.9440853  5.4753433e-05  
133.9645197  -7.4022340e-05 
133.9849540  -6.0544942e-05 
134.0053885  -3.3826334e-05 
134.0258228  3.5933306e-05  
134.0462571  6.6582770e-06  
134.0666916  -9.8533972e-05 
134.0871260  1.8595258e-05  
134.1075603  -3.0013422e-05 
134.1279946  -4.8780616e-06 
134.1484291  4.3612135e-06  
134.1688635  2.0821850e-05  
134.1892978  2.6637842e-06  
134.2097323  1.9785739e-04  
134.2301667  2.5216576e-05  
134.2506009  -6.7118002e-05 
134.2710353  -2.8106963e-06 
134.2914698  6.3059240e-05  
134.3119041  1.2772257e-04  
134.3323385  -9.8414841e-07 
134.3527729  6.2048683e-05  
134.3732072  -9.3753726e-05 
134.4140760  -3.9400387e-05 
134.4345104  1.1248029e-04  
134.4549448  6.5211774e-05  
134.4753791  7.4951851e-05  
134.4958136  4.2548538e-05  
134.5162479  -1.5201890e-05 
134.5366823  -1.1368310e-05 
134.5571166  4.2731412e-05  
134.5775510  3.1088843e-05  
134.5979854  8.6680702e-06  
134.6184197  8.1664715e-05  
134.6388541  2.5466697e-05  
134.6592886  9.5569572e-05  
134.6797229  2.8170016e-05  
134.7001573  1.8206952e-04  
134.7205917  -4.9959579e-07 
134.7410261  2.3533040e-04  
134.7614604  1.0723992e-04  
134.7818947  2.2974322e-05  
134.8023292  3.3825403e-05  
134.8227636  2.1256261e-05  
134.8431979  3.0538515e-05  
134.8636324  9.3819835e-05  
134.8840667  8.3232095e-05  
134.9045011  1.0032998e-05  
134.9249354  -6.4612606e-05 
134.9453699  -6.8342386e-05 
134.9658042  -1.3305800e-04 
134.9862385  -1.2848317e-04 
135.0066730  3.2614207e-05  
135.0271074  -3.4032557e-05 
135.0475417  -6.7449560e-05 
135.0679760  -3.5790144e-05 
135.0884105  -6.4815395e-05 
135.1088448  -7.6383629e-05 
135.1292792  -3.0641364e-05 
135.1497137  -6.1958526e-05 
135.1701480  -6.7631190e-05 
135.1905823  -1.0632888e-06 
135.2110167  -4.0872914e-05 
135.2314512  -1.8917011e-05 
135.2518854  -5.8849615e-05 
135.2723198  2.3004341e-05  
135.2927541  1.0293061e-04  
135.3131886  -1.8277813e-05 
135.3336230  5.5987126e-05  
135.3540572  6.7942259e-05  
135.3744917  2.1259915e-05  
135.3949261  -1.4907760e-04 
135.4153605  -2.5090663e-05 
135.4357947  1.9248508e-05  
135.4562292  4.8656639e-05  
135.4766636  -5.7630637e-05 
135.4970979  8.4472827e-05  
135.5175323  -3.2893528e-05 
135.5379667  -6.6580644e-05 
135.5584010  -3.6154008e-05 
135.5788354  -1.7467604e-05 
135.5992698  8.9839050e-06  
135.6197041  -2.8198543e-05 
135.6401385  2.4739926e-05  
135.6605730  -6.2230931e-05 
135.6810074  3.5616267e-05  
135.7014416  2.2571343e-05  
135.7218760  1.8616083e-05  
135.7423105  2.8205424e-05  
135.7627448  -1.3673038e-04 
135.7831791  -1.0011197e-04 
135.8036136  -1.3662366e-06 
135.8240479  -7.0107276e-06 
135.8444823  -6.1599763e-05 
135.8649166  7.4044119e-06  
135.8853510  7.8755831e-05  
135.9057854  -1.3521259e-05 
135.9262198  -2.8439894e-05 
135.9466540  6.1090657e-05  
135.9670885  -8.0673824e-05 
135.9875229  2.6735532e-05  
136.0079572  -2.3523573e-05 
136.0283916  -1.0021166e-04 
136.0488260  -1.0610316e-04 
136.0692603  -1.7117402e-05 
136.0896946  -7.2796494e-05 
136.1101291  -5.2019983e-05 
136.1305635  3.6904323e-05  
136.1509978  2.8060875e-05  
136.1714322  5.0040278e-05  
136.1918666  -4.1039242e-05 
136.2123009  6.1248407e-05  
136.2327353  5.7520752e-05  
136.2531697  3.8802613e-05  
136.2736040  5.6867368e-05  
136.2940384  8.7574197e-05  
136.3144729  3.0205871e-05  
136.3349071  -4.2273277e-05 
136.3553415  5.9350354e-05  
136.3757759  1.1714704e-04  
136.3962102  1.9743871e-05  
136.4166446  3.7084767e-05  
136.4370790  5.7826437e-06  
136.4575135  8.3084058e-05  
136.4779477  -2.2567252e-05 
136.4983821  -6.0130660e-05 
136.5188165  -1.6000586e-05 
136.5392508  1.0387166e-06  
136.5596852  -9.4318384e-05 
136.5801196  1.0784073e-04  
136.6005540  1.9707788e-05  
136.6209883  -2.9835932e-05 
136.6414227  4.0120518e-05  
136.6618571  -3.3503773e-05 
136.6822914  -2.3086599e-05 
136.7027258  -4.1809312e-06 
136.7231602  -5.4025390e-05 
136.7435945  -4.4631386e-05 
136.7640289  1.1141379e-04  
136.7844633  -7.1415619e-05 
136.8048976  3.3576948e-06  
136.8253320  1.1599797e-04  
136.8457664  4.2434916e-05  
136.8662008  -2.0713076e-05 
136.8866351  -6.8630320e-06 
136.9070695  -8.5121195e-05 
136.9275039  -4.6275413e-06 
136.9479382  1.9517678e-05  
136.9683726  -6.0304981e-05 
136.9888070  -7.2022567e-06 
137.0092413  -3.6635618e-05 
137.0296756  -6.4684034e-05 
137.0501101  -1.2807046e-04 
137.0705444  4.4774471e-05  
137.0909787  -4.3039253e-07 
137.1114132  -4.2986027e-05 
137.1318475  -9.5053132e-05 
137.1522819  -5.7660291e-05 
137.1727162  -4.1217198e-05 
137.1931507  -6.2580286e-05 
137.2135850  4.1095755e-05  
137.2340193  -1.8554665e-05 
137.2544536  9.7498887e-06  
137.2748881  5.2021682e-05  
137.2953224  1.4406456e-05  
137.3157567  -3.3167035e-07 
137.3361912  -7.2200593e-05 
137.3566255  -7.4475960e-05 
137.3974942  -8.1914739e-05 
137.4179286  9.4250072e-06  
137.4383630  3.4061974e-05  
137.4587973  -5.7429337e-05 
137.4792317  7.8882280e-08  
137.4996661  -4.1203089e-05 
137.5201004  -7.2972587e-05 
137.5405347  -9.5627447e-06 
137.5609692  -3.4166969e-05 
137.5814035  -1.1975474e-04 
137.6018378  2.5711848e-05  
137.6222723  6.9498645e-05  
137.6427067  -5.1184597e-05 
137.6631409  -3.6774774e-05 
137.6835753  1.0204831e-05  
